ASV domain phylum class order family genus species
ASV_1555 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Tardiphaga NA
ASV_1556 Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Singulisphaera NA
ASV_1557 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae OLB12 NA
ASV_1559 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
ASV_1560 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_1561 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae NA NA
ASV_1562 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_1563 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_1564 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_1567 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae Streptacidiphilus NA
ASV_1568 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales A21b NA NA
ASV_1570 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1571 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_1572 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1573 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_1574 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae NA NA
ASV_1575 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_1576 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_1577 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_1578 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_1579 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_1580 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1581 Bacteria Actinobacteriota Acidimicrobiia Microtrichales NA NA NA
ASV_1582 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_1583 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1584 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_1585 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_1586 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_1587 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_1588 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae NA NA
ASV_1589 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_1591 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Endobacter NA
ASV_1592 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1593 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_1594 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_1595 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_1596 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_1597 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_1598 Bacteria Actinobacteriota Acidimicrobiia NA NA NA NA
ASV_1599 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1600 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_1601 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Massilia NA
ASV_1602 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae Oryzihumus NA
ASV_1603 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_1604 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_1605 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_1607 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_1608 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1609 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_1610 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_1611 Bacteria Proteobacteria Alphaproteobacteria Dongiales Dongiaceae Dongia NA
ASV_1612 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_1614 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_1616 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_1617 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Kribbella NA
ASV_1618 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_1619 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_1620 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_1621 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia NA
ASV_1622 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_1623 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_1624 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_1625 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_1626 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae Streptomyces NA
ASV_1627 Bacteria NA NA NA NA NA NA
ASV_1628 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Xiphinematobacteraceae Candidatus Xiphinematobacter NA
ASV_1629 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_1630 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_1631 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_1632 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_1633 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae GOUTA6 NA
ASV_1634 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae P3OB-42 NA
ASV_1635 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_1636 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1637 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) NA NA
ASV_1638 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_1639 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_1640 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_1641 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_1642 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_1643 Bacteria Chloroflexi TK10 NA NA NA NA
ASV_1644 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_1645 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_1646 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_1648 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_1649 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_1650 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_1651 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1656 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_1657 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales SC-I-84 NA NA
ASV_1658 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae Angustibacter NA
ASV_1659 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Tardiphaga NA
ASV_1660 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Acidipila NA
ASV_1661 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_1662 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_1663 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Solirubrobacter NA
ASV_1664 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Actinomycetospora NA
ASV_1665 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_1666 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Solirubrobacter NA
ASV_1667 Bacteria NA NA NA NA NA NA
ASV_1668 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_1669 Bacteria Actinobacteriota Actinobacteria Frankiales NA NA NA
ASV_1672 Bacteria WPS-2 NA NA NA NA NA
ASV_1674 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides NA
ASV_1675 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Amycolatopsis NA
ASV_1676 Bacteria Actinobacteriota MB-A2-108 NA NA NA NA
ASV_1678 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1679 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_1680 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_1681 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1682 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_1683 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_1684 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_1685 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia NA
ASV_1686 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_1687 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_1688 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_1689 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Aetherobacter NA
ASV_1690 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_1691 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_1692 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA
ASV_1693 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_1694 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_1695 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_1696 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Polymorphobacter NA
ASV_1697 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae Candidatus Solibacter NA
ASV_1698 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae MND1 NA
ASV_1699 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_1700 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_1701 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_1702 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1703 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales SC-I-84 NA NA
ASV_1704 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_1705 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_1706 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae Chryseolinea NA
ASV_1707 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_1708 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_1709 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_1710 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter NA
ASV_1711 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_1712 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_1713 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae Devosia NA
ASV_1714 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_1715 Bacteria Acidobacteriota Thermoanaerobaculia Thermoanaerobaculales Thermoanaerobaculaceae Subgroup 10 NA
ASV_1716 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_1717 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae NA NA
ASV_1718 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_1719 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_1720 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_1721 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae NA NA
ASV_1722 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_1723 Bacteria NA NA NA NA NA NA
ASV_1724 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_1725 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_1726 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_1727 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1728 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Acidicapsa NA
ASV_1729 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA
ASV_1730 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_1731 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1732 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_1733 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_1734 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_1735 Bacteria Bacteroidota Bacteroidia Cytophagales NA NA NA
ASV_1736 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1737 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_1738 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1739 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae NA NA
ASV_1740 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter NA
ASV_1741 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_1742 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_1743 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1744 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_1745 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_1746 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides NA
ASV_1747 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_1748 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_1749 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Undibacterium NA
ASV_1750 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_1751 Bacteria Proteobacteria Alphaproteobacteria Tistrellales Geminicoccaceae Candidatus Alysiosphaera NA
ASV_1752 Bacteria Actinobacteriota NA NA NA NA NA
ASV_1753 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_1754 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Kribbella NA
ASV_1755 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_1756 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_1757 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Parafilimonas NA
ASV_1758 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1759 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA
ASV_1760 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Acidipila NA
ASV_1761 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_1762 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_1763 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1764 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1765 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_1766 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1767 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_1768 Bacteria Actinobacteriota Actinobacteria Corynebacteriales NA NA NA
ASV_1770 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_1771 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_1772 Bacteria Myxococcota Polyangia NA NA NA NA
ASV_1773 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylorosula NA
ASV_1774 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_1775 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_1776 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1777 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Collimonas NA
ASV_1778 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1779 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_1780 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1781 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1782 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_1784 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_1785 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter NA
ASV_1786 Bacteria WPS-2 NA NA NA NA NA
ASV_1787 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_1788 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_1789 Bacteria Proteobacteria Gammaproteobacteria R7C24 NA NA NA
ASV_1790 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_1791 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_1792 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_1793 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_1794 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_1795 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_1796 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
