ASV kingdom phylum class order family genus species
ASV_361 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_362 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_363 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_364 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis NA NA
ASV_365 Fungi Ascomycota NA NA NA NA NA
ASV_366 Fungi Ascomycota NA NA NA NA NA
ASV_367 Fungi Ascomycota Sordariomycetes NA NA NA NA
ASV_368 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_369 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae NA NA
ASV_370 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_371 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_372 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_373 Fungi Basidiomycota Agaricomycetes Agaricales NA NA Agaricales_sp
ASV_374 Fungi Ascomycota NA NA NA NA NA
ASV_375 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum Lachnum_carneolum
ASV_376 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA NA
ASV_377 Fungi Basidiomycota Agaricomycetes Agaricales Hydnangiaceae Laccaria Laccaria_amethystina
ASV_378 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_379 Fungi Ascomycota NA NA NA NA NA
ASV_380 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Metarhizium Metarhizium_carneum
ASV_381 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_sp
ASV_382 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_384 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_385 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Tylospora Tylospora_asterophora
ASV_386 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_388 Fungi Ascomycota NA NA NA NA NA
ASV_389 Fungi Ascomycota NA NA NA NA NA
ASV_390 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_391 Fungi Ascomycota Geoglossomycetes Geoglossales Geoglossaceae Glutinoglossum Glutinoglossum_glutinosum
ASV_392 Fungi Ascomycota Leotiomycetes Phacidiales Phacidiaceae Gremmenia Gremmenia_infestans
ASV_393 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_395 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_396 Fungi Ascomycota Sordariomycetes NA NA NA NA
ASV_398 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_399 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_400 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_401 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae NA NA
ASV_402 Fungi Ascomycota Leotiomycetes Helotiales Vibrisseaceae Vibrissea Vibrissea_sp
ASV_403 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_404 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_405 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_406 Fungi Basidiomycota Agaricomycetes Agaricales Cortinariaceae Cortinarius NA
ASV_407 Fungi Ascomycota NA NA NA NA NA
ASV_408 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Mollisia Mollisia_sp
ASV_409 Fungi Basidiomycota Agaricomycetes Agaricales Inocybaceae Inocybe NA
ASV_410 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_411 Fungi Ascomycota Dothideomycetes Pleosporales Pleosporaceae NA Pleosporaceae_sp
ASV_412 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Ilyonectria Ilyonectria_mors-panacis
ASV_413 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium Penicillium_sp
ASV_414 Fungi Basidiomycota Agaricomycetes Agaricales Inocybaceae Inocybe Inocybe_catalaunica
ASV_415 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_416 Fungi NA NA NA NA NA NA
ASV_417 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_418 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_419 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae NA Helotiaceae_sp
ASV_420 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_422 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_423 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA NA
ASV_424 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_425 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena NA
ASV_426 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae Hygrocybe NA
ASV_427 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_griseascens
ASV_428 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_430 Fungi NA NA NA NA NA NA
ASV_431 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_432 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_sp
ASV_433 Fungi Ascomycota NA NA NA NA NA
ASV_434 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_435 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_436 Fungi Ascomycota Geoglossomycetes Geoglossales Geoglossaceae Glutinoglossum Glutinoglossum_glutinosum
ASV_439 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavulinopsis NA
ASV_440 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Neoascochyta Neoascochyta_desmazieri
ASV_441 Fungi Ascomycota NA NA NA NA NA
ASV_442 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_443 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_445 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA NA
ASV_446 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Ophiosphaerella NA
ASV_447 Fungi NA NA NA NA NA NA
ASV_448 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Camarophyllopsis Camarophyllopsis_schulzeri
ASV_449 Fungi Ascomycota NA NA NA NA NA
ASV_450 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_451 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_452 Fungi Rozellomycota Rozellomycotina_cls_Incertae_sedis GS11 NA NA GS11_sp
ASV_453 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_454 Fungi Basidiomycota Agaricomycetes Cantharellales NA NA Cantharellales_sp
ASV_455 Fungi Basidiomycota Agaricomycetes Trechisporales Hydnodontaceae NA Hydnodontaceae_sp
ASV_456 Fungi Basidiomycota Agaricomycetes NA NA NA Agaricomycetes_sp
ASV_457 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Capronia Capronia_sp
ASV_458 Fungi NA NA NA NA NA Fungi_sp
ASV_459 Fungi Basidiomycota Agaricomycetes Sebacinales Sebacinaceae Sebacina Sebacina_sp
ASV_460 Fungi Ascomycota NA NA NA NA NA
ASV_461 Fungi Basidiomycota Tremellomycetes Tremellales NA NA NA
ASV_462 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula NA
ASV_463 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_464 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae NA Hyaloscyphaceae_sp
ASV_465 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA Chaetothyriales_sp
ASV_466 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_467 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_468 Fungi Chytridiomycota Rhizophydiomycetes Rhizophydiales Rhizophydiaceae Rhizophydium Rhizophydium_sp
ASV_469 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_470 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_471 Fungi Ascomycota Leotiomycetes Helotiales Myxotrichaceae Oidiodendron Oidiodendron_maius
ASV_472 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA NA
ASV_473 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_474 Fungi Ascomycota Dothideomycetes Venturiales NA NA NA
ASV_476 Fungi Basidiomycota Agaricomycetes NA NA NA Agaricomycetes_sp
ASV_477 Fungi Rozellomycota Rozellomycotina_cls_Incertae_sedis GS11 NA NA GS11_sp
ASV_478 Fungi Ascomycota NA NA NA NA NA
ASV_479 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_480 Fungi Ascomycota Dothideomycetes Pleosporales Lindgomycetaceae Clohesyomyces Clohesyomyces_sp
ASV_482 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_483 Fungi Ascomycota Leotiomycetes Phacidiales Phacidiaceae Gremmenia Gremmenia_infestans
ASV_484 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Allophylaria Allophylaria_subliciformis
ASV_485 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_ellisii
ASV_486 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_487 Fungi Ascomycota Sordariomycetes Sordariales Chaetomiaceae NA NA
ASV_488 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_489 Fungi Ascomycota Sordariomycetes NA NA NA NA
ASV_490 Fungi Basidiomycota Agaricomycetes Agaricales NA NA Agaricales_sp
ASV_491 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_492 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_493 Fungi Ascomycota Pezizomycetes Pezizales Sarcosomataceae Pseudoplectania Pseudoplectania_nigrella
ASV_494 Fungi Ascomycota Geoglossomycetes Geoglossales Geoglossaceae Geoglossum NA
ASV_495 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_heterophylla
ASV_496 Fungi Basidiomycota Agaricomycetes Agaricales NA NA Agaricales_sp
ASV_497 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae NA NA
ASV_498 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Spirosphaera Spirosphaera_cupreorufescens
ASV_499 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_501 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_502 Fungi Ascomycota Dothideomycetes NA NA NA NA
ASV_503 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_504 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_505 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Ramariopsis Ramariopsis_crocea
ASV_506 Fungi Ascomycota Lecanoromycetes NA NA NA NA
ASV_507 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena Mycena_leptocephala
ASV_508 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_510 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_512 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_514 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_515 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_516 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae NA NA
ASV_517 Fungi Ascomycota Dothideomycetes NA NA NA NA
ASV_518 Fungi Ascomycota NA NA NA NA NA
ASV_519 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_520 Fungi NA NA NA NA NA NA
ASV_521 Fungi Basidiomycota Agaricomycetes Trechisporales NA NA Trechisporales_sp
ASV_522 Fungi Basidiomycota Agaricomycetes Trechisporales Hydnodontaceae NA Hydnodontaceae_sp
ASV_523 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis NA NA
ASV_524 Fungi NA NA NA NA NA Fungi_sp
ASV_525 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae NA NA
ASV_526 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma NA
ASV_527 Fungi Ascomycota Pezizomycetes Pezizales Sarcosomataceae Urnula Urnula_hiemalis
ASV_528 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_530 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_531 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA NA
ASV_532 Fungi Ascomycota Dothideomycetes Capnodiales Cladosporiaceae Cladosporium NA
ASV_534 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_535 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA Serendipitaceae_sp
ASV_538 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_539 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_540 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_542 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Alatospora Alatospora_acuminata
ASV_543 Fungi Basidiomycota Agaricomycetes Agaricales NA NA Agaricales_sp
ASV_545 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_546 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_nuoljae
ASV_547 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_548 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_550 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_551 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Oculimacula Oculimacula_sp
ASV_552 Fungi Ascomycota NA NA NA NA NA
ASV_553 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae NA NA
ASV_555 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Podospora Podospora_sp
ASV_556 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_557 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae Hygrocybe NA
ASV_558 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Cladophialophora Cladophialophora_sp
ASV_559 Fungi Basidiomycota Agaricomycetes Trechisporales NA NA Trechisporales_sp
ASV_561 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_563 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Trimmatostroma Trimmatostroma_salicis
ASV_565 Fungi Ascomycota NA NA NA NA NA
ASV_566 Fungi Ascomycota Saccharomycetes Saccharomycetales Saccharomycetales_fam_Incertae_sedis Nadsonia Nadsonia_commutata
ASV_567 Fungi Ascomycota Sordariomycetes NA NA NA Sordariomycetes_sp
ASV_568 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA Ceratobasidiaceae_sp
ASV_569 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Allophylaria Allophylaria_subliciformis
ASV_570 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_571 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_572 Fungi Ascomycota NA NA NA NA NA
ASV_573 Fungi Ascomycota Dothideomycetes Capnodiales Extremaceae NA Extremaceae_sp
ASV_574 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis NA NA
ASV_575 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_576 Fungi NA NA NA NA NA NA
ASV_577 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae Hygrocybe NA
ASV_578 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA Lasiosphaeriaceae_sp
ASV_579 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_580 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_heterophylla
ASV_583 Fungi Basidiomycota Agaricomycetes Trechisporales NA NA Trechisporales_sp
ASV_587 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_590 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_591 Fungi Ascomycota Leotiomycetes Thelebolales Pseudeurotiaceae Pseudogymnoascus NA
ASV_592 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae NA NA
ASV_593 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_595 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae NA Hyaloscyphaceae_sp
ASV_596 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_sp
ASV_597 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Leohumicola NA
ASV_598 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_599 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_601 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Ophiosphaerella Ophiosphaerella_sp
ASV_602 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA Lasiosphaeriaceae_sp
ASV_603 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_pseudozygospora
ASV_605 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Camarophyllopsis Camarophyllopsis_atrovelutina
ASV_606 Fungi Ascomycota Dothideomycetes Pleosporales Didymosphaeriaceae NA NA
ASV_607 Fungi Ascomycota Dothideomycetes Pleosporales Lindgomycetaceae NA NA
ASV_608 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_609 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_610 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_612 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces NA
ASV_613 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_614 Fungi Basidiomycota Agaricomycetes Agaricales NA NA Agaricales_sp
ASV_615 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_versicolor
ASV_617 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_618 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae NA Thelephoraceae_sp
ASV_619 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_620 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_622 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_624 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_625 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA Chaetothyriales_sp
ASV_626 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_627 Fungi Ascomycota Leotiomycetes Helotiales Vibrisseaceae Phialocephala Phialocephala_sp
ASV_628 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_sanguinea
ASV_629 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA Sebacinales_sp
ASV_630 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Cladophialophora NA
ASV_631 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_griseascens
ASV_632 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_633 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena NA
ASV_634 Fungi Ascomycota NA NA NA NA NA
ASV_635 Fungi Ascomycota Dothideomycetes Mytilinidales Gloniaceae Cenococcum NA
ASV_636 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_637 Fungi Ascomycota Sordariomycetes NA NA NA Sordariomycetes_sp
ASV_638 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella NA
ASV_639 Fungi NA NA NA NA NA NA
ASV_641 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA NA
ASV_642 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_644 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_645 Fungi Ascomycota Leotiomycetes Helotiales Sclerotiniaceae Clarireedia Clarireedia_bennettii
ASV_646 Fungi Ascomycota Leotiomycetes Helotiales Sclerotiniaceae Botrytis NA
ASV_647 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_648 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_649 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_653 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_655 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Fontanospora Fontanospora_sp
ASV_656 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA NA
ASV_657 Fungi Ascomycota Dothideomycetes Mytilinidales Gloniaceae Cenococcum NA
ASV_658 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA Clavariaceae_sp
ASV_660 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_662 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_663 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Galerina Galerina_lubrica
ASV_665 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA NA
ASV_666 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Ilyonectria Ilyonectria_mors-panacis
ASV_667 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae Hygrocybe Hygrocybe_nitrata
ASV_668 Fungi Ascomycota Dothideomycetes Pleosporales NA NA Pleosporales_sp
ASV_669 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae NA NA
ASV_670 Fungi Ascomycota Sordariomycetes Magnaporthales Magnaporthaceae Slopeiomyces Slopeiomyces_cylindrosporus
ASV_671 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum Lachnum_sp
ASV_673 Fungi Basidiomycota Agaricomycetes Auriculariales NA NA Auriculariales_sp
ASV_674 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_675 Fungi Ascomycota NA NA NA NA NA
ASV_676 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_677 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_678 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis NA NA
ASV_682 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_683 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_684 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_685 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_687 Fungi NA NA NA NA NA NA
ASV_688 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_689 Fungi Basidiomycota Tremellomycetes Tremellales Tremellaceae Filobasidiella Filobasidiella_sp
ASV_690 Fungi NA NA NA NA NA NA
ASV_691 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_693 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_griseascens
